,name,studio,theme,tags,source,rating,year,synopsis,demographic,status,eps,eps_avg_duration_in_min,rated_by
1785,Ocha-ken: Chokotto Monogatari,Unknown,Kids,Comedy,,6.28,2003.0,"Ocha-ken is a children's program about tea-dogs and tea-cats, each representing a different blend. The episodes are very short and geared to teaching the audience various values. The lesson, or moral of the episode is displayed at the end. 

(Source: AniDB)





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,4.0,1.1K
1786,Majime ni Fumajime Kaiketsu Zorori,Ajia-Do,Kids,Adventure,,6.71,2005.0,"Season 1 focuses on the wizard Nelly and the mysterious Najo as Zorori, Ishishi, and Noshishi help them restore the magic forest in a magical country (episodes 1-50).

Season 2 focuses on Puppe's search for the Minus Eel (episodes 51-97).

(Source: Wikipedia)





StudioAjia-Do

Source

DemographicKids",Kids,Finished,97.0,24.0,1.1K
1787,TaoTao Ehonkan Sekai Doubutsu Banashi,Unknown,Kids,"Adventure, Comedy, Fantasy",Original,6.76,1983.0,"In a valley in China which has never been visited by humans lives a little panda named Tao Tao. Together with his friends Kiki the monkey, Puhu the squirrel and Poe the hare, they play in the forest all day long.

(Source: ANN)





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,52.0,30.0,1.1K
1788,Personal Computer Travel Tanteidan,Tatsunoko Production,Historical,"Adventure, Sci-Fi",Original,6.06,1983.0,"The book fell onto a computer keyboard, giving anybody the ability to see into the past from Sho's home via the monitor. Ruffles, Chris' dog, managed to get lost in time, prompting Zenmaijikake and Sho's cousin Hisashi to search for her. Sho and Azusa kept watch and control of the computer from the present. The older children also had a hard time trying to keep what happened a secret from Sho's parents.

(Source: Wikipedia)





StudioTatsunoko Production

SourceOriginal

ThemeHistorical
DemographicKids",Kids,Finished,26.0,24.0,1.1K
1789,Croket!,OLM,Kids,"Action, Adventure, Comedy, Fantasy",Manga,6.91,2003.0,"The ""Forbidden Treasure"" is an extraordinary artefact who can grant any wishes. The people seeking it are called the Bankers, and our hero, Corokke, is one of them.





StudioOLM

SourceManga

DemographicKids",Kids,Finished,104.0,20.0,1.1K
1790,Kaibutsu-kun (1980),Shin-Ei Animation,Kids,"Comedy, Horror",,6.5,1980.0,"Kaibutsu-kun and his companions, Dracula, Wolfman, and Franken, travel from Kaibutsu Land to the Human Realm, where they encounter and battle several monsters, mainly assassins from the demon group Demonish.

(Source: Wikipedia)





StudioShin-Ei Animation

Source

DemographicKids",Kids,Finished,94.0,25.0,1.1K
1791,Duel Masters VS,Ascension,Kids,"Action, Adventure, Comedy, Fantasy",Original,5.83,2014.0,"The most anticipated card game, Duel Masters had returned after 2 years since the battle in the past season. However, Katta Kirifuda once the strongest duelist, is now a year 2 middle school student and had lost his passion of dueling throughout the 2 years, and dreams of curry bread every day.

However, after an encounter with the baseball ace, Hokaben, a mysterious duelist and a reunion with his childhood friend Lulu Takigawa, he rekindled his dueling spirit and return to his journey of becoming the strongest duelist. With new friends and rivals and Katta's passionate duelist soul, the greatest battle begins! 

(Source: Duel Masters Wikia)





StudioAscension

SourceOriginal

DemographicKids",Kids,Finished,49.0,24.0,1.0K
1792,Disney Tsum Tsum,Polygon Pictures,Kids,,Game,5.71,2015.0,"Disney Tsum Tsum is a series of shorts on YouTube following the adventures of Tsum Tsums in Disneyland.

(Source: Disney Wikia)





StudioPolygon Pictures

SourceGame

DemographicKids",Kids,Finished,37.0,2.0,1.0K
1793,Duel Masters Victory V3,Unknown,Kids,"Action, Adventure, Comedy, Fantasy",Original,5.9,2013.0,"In this series the story continues after Katta Kirifuda defeats the YA.RA.SI band and also gains back his popularity by defeating Leo and his sidekick Nai Minamimo.

In this series Katta will use a new race of Outrage creatures against the opposing new race of Oracle deck users. Also in the creature world a new time era will start off.

(Source: Duel Masters Wikia)





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,51.0,24.0,1.0K
1794,Shinkansen Henkei Robo Shinkalion Z the Animation,OLM,Mecha,"Action, Sci-Fi",Other,6.49,2021.0,,Kids,Finished,41.0,24.0,1.0K
1795,Sinbi Apateu: Ghost Ball Bimil,Unknown,Kids,"Action, Mystery",Original,6.62,2016.0,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries. 

(Source: Netflix)






StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,24.0,24.0,998
1796,Duel Masters Victory V,Unknown,Kids,"Action, Adventure, Comedy, Fantasy",Original,5.88,2012.0,"This series continues the adventures of Katta Kirifuda, Bucyake and Yohdel throughout the school season. They meet new classmates such as Leo to duel against. 

(Source: Duel Masters Wikia)





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,51.0,10.0,987
1797,Onegai! Samia Don,TMS Entertainment,Kids,"Comedy, Fantasy, Slice, of, Life",,6.92,1985.0,"In england, in the mid-80s, three kids encouter the last genie of the sands, who can grant one, and only one wish per day. But the magic does not last, at the sunset, everything disappears. Each episode follows a typical day where the three kids are wishing for every kind of wacky stuff that usually ends in a mess at the end.

(Source: ANN)





StudioTMS Entertainment

Source

DemographicKids",Kids,Finished,39.0,26.0,986
1798,Furusato Meguri: Nippon no Mukashibanashi,Unknown,Historical,Supernatural,Other,6.14,2017.0,"Sequel series to Furusato Saisei: Nihon no Mukashibanashi.





StudioUnknown

SourceOther

ThemeHistorical
DemographicKids",Kids,Finished,50.0,22.0,981
1799,Zenryoku Usagi,Unknown,Kids,Comedy,,6.22,2008.0,"Zenryoku Usagi are hardworking construction builders — who happen to be rabbits — with a simple motto: ""Zenryoku+Dai-ichi"" (""Give everything you've got and be #1."") The animated shorts were aired in Japan within the Chibi Ani Gekijō (Tiny Anime Theater) program on Friday or Saturday mornings, depending on the station. Ikeda and Media Factory have created two books and numerous spinoff goods featuring the characters. 

(Source: Saikin Anime Jōhō)





StudioUnknown

Source

DemographicKids",Kids,Finished,52.0,12.0,979
1800,Nyani ga Nyandaa Nyandaa Kamen,Sunrise,Kids,Comedy,Picture book,6.55,2000.0,"One day a normal cat boy got a power to transform into a super ""kamen cat."" Whenever he heard people saying ""help"" he would dash right over there and help them fight against enemies.





StudioSunrise

SourcePicture book

DemographicKids",Kids,Finished,83.0,25.0,967
1801,Dondon Dommel to Ron,Telescreen,Kids,Comedy,Original,6.66,1988.0,"Dommel is a lazy dog who does nothing more than eating and sleeping. His owner, Semafoor, is an inventor of the strangest things you could imagine. Together this becomes a mix for some funny events.

(Source: ANN)





StudioTelescreen

SourceOriginal

DemographicKids",Kids,Finished,52.0,25.0,965
1802,Don Chuck Monogatari,Knack Productions,Kids,"Adventure, Slice, of, Life",Original,5.84,1975.0,"Young beaver Chuck's adventure with his little friends. When thy are in trouble, Chuck often asks his father to help them out.

(Source: ANN)





StudioKnack Productions

SourceOriginal

DemographicKids",Kids,Finished,26.0,25.0,957
1803,Duel Masters!!,Brain's Base,Kids,"Action, Adventure, Comedy, Fantasy",Original,,2019.0,,Kids,Finished,51.0,24.0,954
1804,Saa Ikou! Tamagotchi,OLM,Kids,,,5.77,2007.0,"Let's Go! Tamagotchi is an anime series focusing on the lives of Mametchi, Memetchi, Kuchipatchi, ChaMametchi, and their friends. The series premiered in Japan in December 2007, while an English dub was uploaded by Bandai in December 2008. It was originally uploaded a week before the release of the first movie in Japanese.





StudioOLM

Source

DemographicKids",Kids,Finished,12.0,2.0,941
1805,Kasumin,OLM,Kids,Fantasy,,6.31,2001.0,"Haruno Kasumi is a fourth-grader. Her parents are zoologists who went over to Africa to carry out their research studies. In order to see off her parents, Kasumi arrived at Kasumi Town. In the middle of the town lies an enormous mansion surrounded by the forest. The mansion belongs to the Kasumi household, the family in which Kasumi will be lodging in and taken care of. There is a mysterious aura about the mansion and Kasumi discovers a series of talking appliances. The Kasumi family refers to these creatures as ""Henamon"". In return for living in with the family, Kasumi will be helping out with the household chores such as cooking and washing. Surrounded by various interesting characters, Kasumi begins a new chapter in her life.

(Source: ANN)





StudioOLM

Source

DemographicKids",Kids,Finished,26.0,25.0,936
1806,Wan Wan Celepoo Soreyuke! Tetsunoshin,Studio Comet,Pets,"Comedy, Fantasy",Original,6.27,2006.0,"The Inuyama Family, along with their pet dog Tetsunoshin moves to the famous Hoppongi Hills (modeled after Roppongi Hills) from Kyushu. Rumi Inuyama's father owns an IT Company in Japan and is a step further to becoming number one. However, Tetsunoshin learned that his master's family loaned a lot of money renting their home in Hoppongi Hills, almost to the point of the whole company becoming Bankrupt. To make things even worse, the whole family spends a lot of money on everything, making Tetsunoshin's problems worse. To solve this problem, Tetsunoshin teamed up with the Hills Dogs and will do anything to pay all the Inuyama Family's expenses.

(Source: Wikipedia)





StudioStudio Comet

SourceOriginal

ThemePets
DemographicKids",Kids,Finished,51.0,23.0,917
1807,Vampiyan Kids,Production I.G,Kids,"Comedy, Fantasy",Original,6.05,2001.0,"Have you ever heard of the Vampirians? One noble family of such vegetarian vampires have been banished from Monsterland for their inability to scare humans. To lift the exile set on the family, Papa, the head of the household, must scare 1000 humans. To this end, he attempts to use his magnificent skills in making new inventions, but always and inevitably fails. To complicate things further, Papa's daughter Sue falls in love with a young human boy and no longer wants to return to Monsterland. Will Papa ever get his family back home?

(Source: Production I.G.)





StudioProduction I.G

SourceOriginal

DemographicKids",Kids,Finished,23.0,23.0,914
1808,Fushigi na Koala Blinky,Nippon Animation,Kids,"Adventure, Comedy, Fantasy",Original,6.19,1984.0,"One day, Sandy's father, Prof. Brown, sends her a stuffed koala doll from one of his trips. Sandy discovers that, after rubbing the koala's nose, he comes alive. His name is Blinky and he is from the magical ""down under"" Koalawalla Land. They are soon joined by his little sister, Pinky. Adventures ensue in both Sandy's world and Koalawalla land. Among the characters met are 2 men after the ""magical talking bear"", a lizard that bounces back and forth from the magical realm and the real realm, and kangaroo police officers.

(Source: ANN)





StudioNippon Animation

SourceOriginal

DemographicKids",Kids,Finished,26.0,25.0,896
1809,Andersen Monogatari (TV),Unknown,Kids,"Drama, Fantasy",,6.2,1971.0,"Adaptations of numerous stories written by Hans Christian Andersen.





StudioUnknown

Source

DemographicKids",Kids,Finished,52.0,24.0,886
1810,Mafukiden: Pandarian,Planet,Super Power,"Adventure, Comedy, Fantasy",,6.25,2005.0,"It follows the story of a fairy named Mi who is sent to Planet Pandasia to warn the residents about a great evil that threatens to destroy Pandasia. She chooses a heroic panda named Toby to defeat Gold and Silver, two villains who want to collect the seven Beans of Power and rid Pandasia of its colorful, beautiful environment and replace it with a dark wasteland.

(Source: Wikipedia)





StudioPlanet

Source

ThemeSuper Power
DemographicKids",Kids,Finished,26.0,25.0,882
1811,Yumemiru Topo Gigio,Nippon Animation,Kids,"Adventure, Comedy",,6.04,1988.0,"Created by Maria Perego, Topo Gigio has been a beloved character for more than two decades. This animated TV series features numerous exciting stories and introduces many friends.

Topo Gigio is the first mouse astronaut to travel the Milky Way. Can a mouse become an astronaut? Well, Topo Gigio has come from a year 2,388,400 years ahead in the future. He is friendly and can talk with humans. He makes friends with his neighbors including a girl, her pet mouse, cats, and other mice.

(Source: AniDB)





StudioNippon Animation

Source

DemographicKids",Kids,Finished,13.0,26.0,876
1812,Paul no Miracle Daisakusen,Tatsunoko Production,Kids,"Action, Adventure",Original,6.43,1976.0,"Paul is a young boy whose friend Nina is kidnapped by Belt Satan, the demonic ruler of another world. He daringly goes on a mission to rescue his friend. Pakkun, a plush doll with magic powers, aids him as they plunge into Belt Satan's dimension of living toys. Paul's journey is beset by many difficulties, but he also encounters a variety of delightful wonders.

(Source: ANN)






StudioTatsunoko Production

SourceOriginal

DemographicKids",Kids,Finished,50.0,25.0,861
1813,Pokonyan!,Unknown,Kids,"Comedy, Fantasy",,6.75,1993.0,"Rocky Rackat (Pokonyan) is a funny little creature that's a bit of a cross between a cat and a raccoon. There are rumors that he may be a lunar cat, however this is not a documented fact, he may be a bit looney at times, yet his origin remains a mystery.

Rocky is quite innocent and unaware of the value of his special powers. He has the ability to turn children's fantasies into realities. The sky is the limit in the adventures he can create!

Our story begins when Amy (Miki), a spirited young girl, joins her family on a camping trip. To her surprise, Amy discovers Rocky in her backpack among her camping gear. Rocky thinks Amy is his sister and he follows her everywhere.

Amy is active and curious, yet she has a tendency to become frustrated and fed-up with the world around her. With Rocky's arrival, Amy's world changes drastically. Rocky uses his powers to turn Amy's dreams into real life adventures. Although Rocky's efforts are well intended, his efforts are not always successful. Occasionally these adventures ""short-circuit"" and become near disasters!

Through ""thick and thin"" Rocky and Amy become quite a pair and develop a long lasting friendship, experiencing a wide assortment of fun-filled escapades. [Source: Enoki Films USA]





StudioUnknown

Source

DemographicKids",Kids,Finished,170.0,10.0,859
1814,Sugar Bunnies,Asahi Production,Kids,,,6.02,2007.0,"Random cutesy edutainment tales aimed at small children, featuring animated speaking plushy toys.

Aired inside the anime corner of the Kitty's Paradise TV block.





StudioAsahi Production

Source

DemographicKids",Kids,Finished,26.0,11.0,858
1815,An Ling Yu Shi Di Qi,Unknown,Kids,"Adventure, Sci-Fi",Original,5.94,2017.0,"Stitch has been kidnapped from Lilo by a gang of space criminals who want to replicate Jumba's Experiment 626 research. However, a rival gang attacks their ship wanting Stitch for themselves, allowing him to break free and escape back to Earth in the confusion. Upon reentering Earth's atmosphere, he lands in China's Huangshan mountains where he meets a young local girl named Ai Ling and becomes part of her family. Unfortunately for Stitch, the two space gangs still want to take him, so he's going to need some help to ward them off.

(Source: TV Tropes)





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,13.0,22.0,848
1816,Hamster Club,Unknown,Pets,,,6.43,2000.0,"Hamster daily life.





StudioUnknown

Source

ThemePets
DemographicKids",Kids,Finished,140.0,5.0,842
1817,Uchuujin Tanaka Tarou,Unknown,School,Comedy,Manga,6.12,2000.0,"Takashi Horimachi is an ordinary curious fifth grader attending ""Anytown"" Elementary School. One day, a very unusual transfer student named Tarou Tanaka joins Takashi's class. Takashi and his classmates have never encountered anyone quite like Taro before. He is blue, has huge glowing eyes, pointy ears, a smooth bald head and one horn. Takashi, obsessed with trying to figure out this strange new visitor, attempts to track Tarou's every move; and in the process he continuously falls victim to Tarou's hilarious assortment of cosmic jokes and traps.

(Source: ANN)





StudioUnknown

SourceManga

ThemeSchool
DemographicKids",Kids,Finished,24.0,20.0,842
1818,Turning Mecard,Unknown,"Mecha, Racing, Strategy Game",Adventure,,5.97,2015.0,"A Korean/Japanese co-production created by Bakugan and Dragon Ball Super contributor Atsushi Maekawa.

Turning Mecard stars Jason, a grade-schooler who meets a Mecanimal, a transforming minicar from the alternate world of Triforce, named Evan. Jason and Evan are both searching for missing family members, and team up to help each other. Together, they meet more Mecanimals as they battle across dimensions and learn important lessons along the way.

(Source: Crunchyroll)





StudioUnknown

Source

ThemesMechaRacingStrategy Game
DemographicKids",Kids,Finished,52.0,28.0,836
1819,Sarutobi Ecchan,Toei Animation,School,Comedy,,5.93,1971.0,"A strange girl transfers to Mitsuba Elementary School. At first glance, she is a normal student. However, she is a great athlete, and can talk to animals. Accoding to her, she is the 33rd descendant of the great ninja, Sarutobi Sasuke. Futhermoe, her dog, Puku, can talk.
Because she doesn’t live in any house, she spends a night at Miko-chan’s room. She is tunred out of the room once. However, because they thank her for extingushig the fire, they let her stay at their house. After that, she makes a name at school.

(Source: AnimeNfo)





StudioToei Animation

Source

ThemeSchool
DemographicKids",Kids,Finished,26.0,25.0,832
1820,Kaeru no Pickles: Kimochi no Iro,Unknown,Kids,"Slice, of, Life",Original,5.5,2020.0,"StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,12.0,3.0,827
1821,Tanoshii Willow Town,Unknown,Kids,Fantasy,Book,6.28,1993.0,"Kenneth Grahame's enchanting novel The Wind in the Willows (1908) is the basis for a series about the happy little world of the animals who live along the riverbank. Toad's boastful nature and the evil ferrets and weasels who live in the Wild Wood threaten everyone's quiet lives until the brave Ratty, Mole, Badger, and Toad band together to ensure that they can all live happily ever after.

(Source: The Anime Encyclopedia)





StudioUnknown

SourceBook

DemographicKids",Kids,Finished,26.0,23.0,827
1822,Little Lulu to Chicchai Nakama,Nippon Animation,Kids,"Comedy, Slice, of, Life",,6.37,1976.0,"The adventures of Little Lulu and her friends. The series is based on the famous character from comic strips and comic books.

(Source: AniDB)





StudioNippon Animation

Source

DemographicKids",Kids,Finished,26.0,25.0,817
1823,Yobarete Tobidete Akubi-chan,Tatsunoko Production,Kids,"Comedy, Fantasy",,5.75,2001.0,"Koron Nemuta is a girl who yawns when embrassed. One day, she found a vase when she was lost. When she yawns, the genie Akubi will come out of it, but, when she yawns again, Akubi will come back into the vase. 

(Source: ANN)





StudioTatsunoko Production

Source

DemographicKids",Kids,Finished,26.0,20.0,810
1824,Hello Kitty no Stump Village,Unknown,Kids,Fantasy,,6.08,2005.0,"A Hello Kitty claymation series.

The Stump Village itself is a group of tree stump houses located in a secluded area of a forest. The village residents are a tight-knit bunch: Badtz Maru, Cinnamoroll, My Melody, Pom Pom Purin, and Hello Kitty. The remaining Sanrio characters (of which there are literally hundreds) do not appear very much in this particular series. 

(Source: AniDB)





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,9.0,809
1825,Knyacki!,Unknown,Kids,"Comedy, Drama, Fantasy",,6.12,1995.0,"Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle.

They are having fun until a big mean caterpillar arrives. It's time for a major show down...





StudioUnknown

Source

DemographicKids",Kids,Airing,,5.0,803
1826,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Unknown,Kids,"Adventure, Fantasy",,6.41,1989.0,"Based on the Fairy tales by international authors.





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,24.0,792
1827,Hello Kitty: Ringo no Mori no Fantasy,Asahi Production,Kids,"Comedy, Fantasy",,5.99,2006.0,"Kitty and Mimmy come upon the Apple Forest thanks to the help of a forest fairy. The fairy kingdom welcomes them as the ""Twin Heroines"" and ask that they save the princess. The key to the rescue is a golden apple and so the sisters' adventure beings.





StudioAsahi Production

Source

DemographicKids",Kids,Finished,13.0,9.0,788
1828,Pure-tou no Nakama-tachi,Unknown,Kids,Fantasy,,6.22,1983.0,"Kona is a boy who has a friend: a pink dragon named Serendipity with a kind nature. They want to stop the evil captain who tries steal gold from their peaceful island. 





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,30.0,784
1829,Chirorin Mura Monogatari,Unknown,Kids,"Slice, of, Life",,6.6,1992.0,"* Based on Chirorin Mura To Kurumi No Ki (Chirorin Village and the Walnut Tree), a children's puppet show broadcast on NHK between 1959 and 1964. This series was brought back to exploit parents' nostalgia.

Nutsberry Town is a beautiful small country town, surrounded by shimmering lakes, lush forests and green fields. It's a place where old-fashioned values still abound. It is here that our heroes, Snappy the Onion, Wendy the Walnut and Pee Wee the Peanut, a madcap trio known as the ""Kooky Kids"" play their mischievous games.

Never mean-spirited or malicious, the Kooky Kids still manage to get into trouble in their non-stop quest for fun and adventure. And because Nutsberry Town is far from the hustle and bustle of video arcades, shopping malls or theme parks, the children find their fun amidst their beautiful surroundings -- and in their imagination. 

(Source: AniDB)





StudioUnknown

Source

DemographicKids",Kids,Finished,170.0,10.0,780
1830,Monkey Magic,Group TAC,Kids,"Adventure, Fantasy",Novel,5.88,1998.0,"From out of the fires of space he was born... Kongo, a monkey made of stone, magically brought to life. 

Obsessed with a desire to learn and a need to be great, Kongo leaves his ""family"" on Flower Fruit Mountain in search of ancient knowledge and arcane wisdom. Not content to merely study and learn the mystical arts, Kongo masters the magic Jet Cloud, the first of his great weapons. 

With the power of the Jet Cloud, Kongo gains mastery of the air and returns to his adopted home just in time. Humans are laying claim to the monkeys` ancestral home. With his Jet Cloud and his newly-learned magical wisdom, Kongo defeats the humans and proclaims himself King of Flower Fruit Mountain. 

But in the Celestial Heavens, the gods are uneasy. A monkey defeating humans and declaring himself king? That cannot be allowed! They decide the monkeys must be taught a lesson and so they launch an attack on Kongo and all the monkeys of Flower Fruit Mountain. 

(Source: AniDB)





StudioGroup TAC

SourceNovel

DemographicKids",Kids,Finished,13.0,25.0,775
1831,Line Town,Unknown,Workplace,Comedy,Other,6.21,2013.0,"Featuring characters from NHN's popular app such as Moon, Brown, Connie, James, Jessica, and Sally living  happily together in Line Town. 





StudioUnknown

SourceOther

ThemeWorkplace
DemographicKids",Kids,Finished,50.0,24.0,774
1832,Yume no Hoshi no Button Nose,Unknown,Kids,Adventure,Original,6.33,1985.0,"Although Trish is her real name, everyone calls her Button Nose because of her button nose. Always happy and nice, she is always shown with strawberries because she's famous for her homemade strawberry jam.





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,26.0,25.0,773
1833,Motto! Majime ni Fumajime Kaiketsu Zorori,Ajia-Do,Kids,"Adventure, Comedy",Book,6.46,2020.0,,Kids,Finished,25.0,25.0,772
1834,Kupu~!! Mamegoma!,TMS Entertainment,Kids,,,,2009.0,"The story revolves around a palm-sized seal named Mameta, the other seals (Cherry-chan, Soda-kun, Lemon-chan, Candy-chan), and the Mamekawa family that raises the seals.

(Source: ANN)





StudioTMS Entertainment

Source

DemographicKids",Kids,Finished,51.0,12.0,759
1835,Backkom 2,RG Animation Studios,Kids,Comedy,Original,5.72,2007.0,"The continuation of the previous season with more of a focus on the female penguin Backkom fancies (even though she has a boyfriend).





StudioRG Animation Studios

SourceOriginal

DemographicKids",Kids,Finished,52.0,4.0,752
1836,Go! Go! Atom,Planet Nemo Animation,Mecha,"Action, Adventure, Drama, Sci-Fi",Manga,5.97,2019.0,"The eco-systems of planet Earth are endangered. Lucky for us, a super-powered robot boy is flying to rescue! astro in on a mission to help anyone anywhere in the world with a problem involving natural phenomena. Go little Astro Boy! GO! 

(Source: ANN)





StudiosPlanet Nemo AnimationTezuka Productions

SourceManga

ThemeMecha
DemographicKids",Kids,Finished,52.0,11.0,751
1837,Barbapapa (1977),Topcraft,Kids,"Comedy, Fantasy",Picture book,5.86,1977.0,"Based on a series of children's books written in the 1970s by Annette Tison and Talus Taylor.

Adding to the first serie from 1975, the second serie brings 48 new episodes.

(Source: AniDB)





StudioTopcraft

SourcePicture book

DemographicKids",Kids,Finished,48.0,5.0,735
1838,Chou Tokkyuu Hikarian,Unknown,Kids,"Action, Adventure",,6.13,1997.0,"Chou Tokkyuu Hikarian is about a series of bullet trains that are turned into robots. The robots, along with two humans named Tetsuyuki Shinbashi and Minayo Kanda, have to stop an alien invasion.

(Source: Wikipedia)





StudioUnknown

Source

DemographicKids",Kids,Finished,156.0,7.0,735
1839,Porong Porong Pororo,Unknown,Kids,,,5.88,2003.0,"The curious penguin Pororo is out exploring one day when he stumbles upon a mysterious egg. Planning on eating it, Pororo decides to take it home. However, the egg hatches in front of his eyes, and to his surprise a dinosaur emerges, staring him in the face. Though terrified at first, Pororo soon befriends the lovable pint-sized creature and the two go on many adventures with the rest of their friends.

Within this gang of friends, there is the dinosaur Crong, a playful troublemaker; the fox Eddy, a trickster and inventor; the beaver Loopy, an artistic baker; and the polar bear Poby, a photographer and fisherman with a generous heart. When all these friends get together, they are sure to get into mischief.

Porong Porong Pororo follows Pororo and his friends as they venture through their daily lives. Confronting every new adventure and challenge, Pororo and the gang will learn courage, compassion, and what it truly means to be a good friend.

[Written by MAL Rewrite]





StudioUnknown

Source

DemographicKids",Kids,Finished,52.0,5.0,729
1840,Oshiri Kajiri Mushi (TV) 2nd Season,Kinema Citrus,Kids,Comedy,Music,5.33,2013.0,"Continuation of the gag comedy about Oshiri Kajiri Mushi XVIII, a 10-year-old insect who goes to Biting School to inherit his family's Biting Shop business. 

(Source: ANN) 





StudioKinema Citrus

SourceMusic

DemographicKids",Kids,Finished,32.0,5.0,727
1841,The Adventures of Hello Kitty & Friends,Unknown,Kids,Fantasy,,5.88,2008.0,"Random adventures of Hello Kitty and other Sanrio's characters.





StudioUnknown

Source

DemographicKids",Kids,Finished,52.0,12.0,726
1842,Meme Iroiro Yume no Tabi,Nippon Animation,Educational,"Adventure, Sci-Fi",,6.61,1983.0,"Meme, a very cute and strange creature, is this leading character of this series.
One day Meme comes out of a computer and meets Daisuke and Sayaka.
Meme guides the kids throughout his world, where they meet world-famous scientists, inventors and scholars such as Galileo, Pasteur, Kepler, and many more.
This series is not only highly entertaining for children and the entire family but is also very interesting and educational.

(Source: AnimeNfo)





StudioNippon Animation

Source

ThemeEducational
DemographicKids",Kids,Finished,127.0,25.0,724
1843,Suhoyojeong Michel,Unknown,Kids,"Adventure, Fantasy",,6.32,2003.0,"A girl named Kim chases a group of thieves called the Black Hammer Gang. Until one day the Black Hammer gang and Kim fall on an island inhabited by fairies and it's guardian Michel. The Black Hammer Gang tries to steal the life source of the island called the tree of life. Causing damage to the land and kidnapping the fairies, Michel and Kim have to combat the Black Hammer gang and take back the fairies.

(Source: ANN)





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,25.0,724
1844,Kirakira Happy★Hirake! Cocotama,OLM,Kids,"Fantasy, Slice, of, Life",Original,6.55,2018.0,"A long time ago, Haruka Hoshinogawa made a wish with the town's old cherry blossom tree with her grandfather while receiving a present from him: a cherry blossom ribbon. As she grew up, she treasured the gift that was given to her while starting fifth grade in her school. One day, upon noting that the old cherry blossom tree is wilting, her grandfather decided to leave the shop to explore the world and let Haruka take care of the store in his absence. The next day while sleeping, her treasured ribbon sprouted a strange egg, revealing a Cocotama, a god born from an object that has been cherished with love and care. Haruka woke up and accidentally saw the Cocotama on the table, retreated to her Hiding Egg. As Haruka picked it up, it has changed into a mysterious key. Left with some questions, the Cocotama introduced herself as Ribbon, and Haruka learned about the existence of her kind and the mysteries behind the strange key she had. Ribbon realized that the key is actually the Key of Wonders and that Haruka was chosen by it to be the Legendary Contractor to the Cocotamas. Now, both of them try to run the shop and meet new Cocotama friends, while discovering the mysteries and powers behind the Key of Wonders.

(Source: Wikipedia, edited)





StudioOLM

SourceOriginal

DemographicKids",Kids,Finished,55.0,24.0,718
1845,Shima Shima Tora no Shimajirou,Unknown,Kids,"Adventure, Comedy, Fantasy",Original,6.02,1993.0,"Shimajiro a tiger boy, Mimirin a rabbit girl, Torippii a parrot boy, Ramurin a sheep girl has an adventure in challenge island where they live.





StudioUnknown

SourceOriginal

DemographicKids",Kids,Finished,726.0,23.0,715
1846,Robotan (1986),Unknown,Kids,Comedy,,6.15,1986.0,"The story about robot named Robotan who came from outside the earth, he met with a kid then they become friends but they always stuck with some troubles because of bad people who chase after Robotan however our hero win the fight every time.





StudioUnknown

Source

DemographicKids",Kids,Finished,33.0,25.0,713
1847,Penguin no Mondai,Shogakukan Music & Digital Entertainment,Kids,Comedy,Manga,5.82,2008.0,"About the daily lives of a boy and his talking penguin.





StudioShogakukan Music & Digital Entertainment

SourceManga

DemographicKids",Kids,Finished,100.0,10.0,705
1848,Micchiri Wanko! Animation,Charaction,Kids,Comedy,Other,,2020.0,"Spin-off of Micchiri Neko.





StudioCharaction

SourceOther

DemographicKids",Kids,Finished,24.0,1.0,704
1849,Duel Masters King,Brain's Base,Kids,"Action, Adventure, Comedy, Fantasy",Original,,2020.0,,Kids,Finished,47.0,24.0,701
1850,Naked Wolves,Kate Arrow,Combat Sports,"Action, Comedy, Sports",Original,5.79,2009.0,"In the Flash-animated television comedy series, a sumo wrestler named Mikoshiarashi travels around the world to train to become the Yokozuna, the Grand Sumo Champion. He meets colorful characters along the way as he is determined to meet his goals. 





StudioKate Arrow

SourceOriginal

ThemeCombat Sports
DemographicKids",Kids,Finished,52.0,5.0,700
1851,Tama & Friends: Uchi no Tama Shirimasen ka?,Kachidoki Studio,Pets,Adventure,Original,6.13,2016.0,"A new series following the cat named Tama and his many friends.





StudioKachidoki Studio

SourceOriginal

ThemePets
DemographicKids",Kids,Finished,104.0,1.0,699
